ID,adj.P.Val,P.Value,t,B,logFC,GI,Gene.symbol,Gene.title
ILMN_1891638,5.17E-01,3.74E-01,-0.9389346,-7.60505,-0.10123091,11986092,LOC101927907,uncharacterized LOC101927907
ILMN_1858437,5.17E-01,3.74E-01,-0.9388411,-7.60514,-0.09464159,3665691,LOC101929058,uncharacterized LOC101929058
ILMN_1799367,5.17E-01,3.74E-01,-0.938699,-7.60528,-0.13461399,315013585,TMX2,thioredoxin related transmembrane protein 2
ILMN_1657529,5.17E-01,3.74E-01,0.9386385,-7.60533,0.13282153,20522261,CYP2B6,cytochrome P450 family 2 subfamily B member 6
ILMN_1872435,5.17E-01,3.74E-01,0.938415,-7.60555,0.09911833,27844524,LOC105374546,uncharacterized LOC105374546
ILMN_1868215,5.17E-01,3.74E-01,-0.9383434,-7.60561,-0.08645932,6974037,,
ILMN_1842191,5.17E-01,3.74E-01,-0.9383082,-7.60565,-0.10883389,5448200,,
ILMN_1800711,5.17E-01,3.75E-01,0.938208,-7.60574,0.1011659,339276034,DEPDC5,DEP domain containing 5
ILMN_1824731,5.18E-01,3.75E-01,-0.9376,-7.60632,-0.07968015,2930663,,
ILMN_1894975,5.18E-01,3.75E-01,-0.9374838,-7.60643,-0.08486271,51662097,,
ILMN_1848652,5.18E-01,3.75E-01,0.9373865,-7.60652,0.09161917,15928489,LOC101926959,uncharacterized LOC101926959
ILMN_1823968,5.18E-01,3.75E-01,-0.9373792,-7.60653,-0.09359271,1198042,,
ILMN_1891305,5.18E-01,3.75E-01,-0.9372531,-7.60665,-0.0990228,13722969,,
ILMN_1866304,5.18E-01,3.75E-01,-0.9372438,-7.60666,-0.15120163,18993705,,
ILMN_1841107,5.18E-01,3.75E-01,-0.937162,-7.60673,-0.08614968,16177129,,
ILMN_1883745,5.18E-01,3.75E-01,0.937145,-7.60675,0.10611842,34192934,LINC01293,long intergenic non-protein coding RNA 1293
ILMN_1826826,5.18E-01,3.75E-01,-0.9371191,-7.60678,-0.10160049,4664000,,
ILMN_1893536,5.18E-01,3.75E-01,-0.9366236,-7.60725,-0.09849157,7793812,,
ILMN_1700428,5.18E-01,3.75E-01,0.9365773,-7.60729,0.32172032,118402587,HLA-DOB,"major histocompatibility complex, class II, DO beta"
ILMN_1719185,5.18E-01,3.75E-01,-0.9364264,-7.60743,-0.09689868,NA,,
ILMN_1676973,5.18E-01,3.75E-01,0.9363517,-7.6075,0.11592089,329755246,CABP5,calcium binding protein 5
ILMN_1911798,5.18E-01,3.75E-01,0.9362814,-7.60757,0.06318938,NA,,
ILMN_2195703,5.18E-01,3.76E-01,0.9362186,-7.60763,0.18993753,289577087,PPARGC1B,PPARG coactivator 1 beta
ILMN_2163025,5.18E-01,3.76E-01,-0.9360719,-7.60777,-0.08367612,NA,,
ILMN_1682594,5.18E-01,3.76E-01,-0.9360433,-7.6078,-0.10479498,NA,,
ILMN_1690921,5.18E-01,3.76E-01,0.9359954,-7.60784,0.37603875,291219920,STAT2,signal transducer and activator of transcription 2
ILMN_1887868,5.18E-01,3.76E-01,0.9358,-7.60803,0.1406579,7019830,,
ILMN_1704730,5.18E-01,3.76E-01,0.9357979,-7.60803,1.2170621,88758612,CD93,CD93 molecule
ILMN_1756210,5.18E-01,3.76E-01,0.9356497,-7.60817,0.07075876,52353273,OR6X1,olfactory receptor family 6 subfamily X member 1
ILMN_1842785,5.19E-01,3.76E-01,-0.9354219,-7.60838,-0.1089448,NA,,
ILMN_1913579,5.19E-01,3.76E-01,-0.9354188,-7.60839,-0.07757518,24780925,,
ILMN_1781526,5.19E-01,3.76E-01,-0.9353593,-7.60844,-0.22847417,315113851,PPP1R8,protein phosphatase 1 regulatory subunit 8
ILMN_1863621,5.19E-01,3.76E-01,-0.9353259,-7.60848,-0.08258737,11514779,,
ILMN_1894259,5.19E-01,3.76E-01,0.9353171,-7.60848,0.11234573,11590931,,
ILMN_1725072,5.19E-01,3.76E-01,-0.9351588,-7.60863,-0.18583962,289666757,DPY19L3,dpy-19 like 3 (C. elegans)
ILMN_1745928,5.19E-01,3.76E-01,-0.9351,-7.60869,-0.10763674,50897291,OR8D2,olfactory receptor family 8 subfamily D member 2 (gene/pseudogene)
ILMN_1771622,5.19E-01,3.76E-01,0.934918,-7.60886,0.12543828,166064002,CALY,calcyon neuron specific vesicular protein
ILMN_1869919,5.19E-01,3.76E-01,-0.9348758,-7.6089,-0.08905681,4069679,,
ILMN_1875846,5.19E-01,3.76E-01,0.9348375,-7.60894,0.08202019,NA,,
ILMN_1711772,5.19E-01,3.76E-01,0.9345834,-7.60918,0.09133759,NA,,
ILMN_1914080,5.19E-01,3.76E-01,0.9343785,-7.60937,0.08675277,27878150,,
ILMN_1844128,5.19E-01,3.76E-01,-0.9343128,-7.60943,-0.1588405,34194544,LOC101927531,uncharacterized LOC101927531
ILMN_1667052,5.19E-01,3.76E-01,-0.9342899,-7.60946,-0.0981699,NA,,
ILMN_2236726,5.19E-01,3.77E-01,0.9340992,-7.60964,0.09115098,122692280,TMEM200C,transmembrane protein 200C
ILMN_1690546,5.19E-01,3.77E-01,-0.9339417,-7.60979,-0.2941164,345842410,PPP3CC,protein phosphatase 3 catalytic subunit gamma
ILMN_1654973,5.19E-01,3.77E-01,-0.9339251,-7.6098,-0.10372499,NA,,
ILMN_1835439,5.19E-01,3.77E-01,0.9337998,-7.60992,0.13095493,18991317,,
ILMN_1758323,5.19E-01,3.77E-01,0.9337905,-7.60993,0.08526872,197116346,ACPP,"acid phosphatase, prostate"
ILMN_1863816,5.19E-01,3.77E-01,0.9337351,-7.60998,0.08004312,3096266,,
ILMN_1804455,5.19E-01,3.77E-01,-0.9337182,-7.61,-0.1372977,NA,,
ILMN_1909500,5.19E-01,3.77E-01,0.9336783,-7.61003,0.09803639,7155903,,
ILMN_1685057,5.19E-01,3.77E-01,-0.9336436,-7.61007,-0.24939203,24497489,SLC22A4,solute carrier family 22 member 4
ILMN_1737425,5.19E-01,3.77E-01,-0.9336044,-7.6101,-0.07915598,NA,,
ILMN_1892365,5.19E-01,3.77E-01,-0.9335006,-7.6102,-0.09036579,27878518,,
ILMN_1829483,5.20E-01,3.77E-01,0.9334032,-7.61029,0.08623981,6704544,,
ILMN_1768071,5.20E-01,3.77E-01,0.9333428,-7.61035,0.11363211,215272313,C2orf50,chromosome 2 open reading frame 50
ILMN_1651554,5.20E-01,3.77E-01,0.9331176,-7.61056,0.54885369,295842286,RGS5,regulator of G-protein signaling 5
ILMN_1861880,5.20E-01,3.77E-01,0.9328139,-7.61085,0.07977769,15448911,LOC101928718///FAM212B-AS1,uncharacterized LOC101928718///FAM212B antisense RNA 1
ILMN_1761945,5.20E-01,3.77E-01,-0.9327688,-7.61089,-0.08947083,208431708,FGFBP2,fibroblast growth factor binding protein 2
ILMN_1807970,5.20E-01,3.77E-01,-0.9327067,-7.61095,-0.10217587,30061504,GCNT2,"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)"
ILMN_1906224,5.20E-01,3.77E-01,-0.932658,-7.611,-0.05583201,5933488,,
ILMN_1695549,5.20E-01,3.77E-01,0.9326147,-7.61104,0.10042811,42560230,NECTIN1,nectin cell adhesion molecule 1
ILMN_2211534,5.20E-01,3.77E-01,-0.9324082,-7.61123,-0.08575859,187608755,TMC8,transmembrane channel like 8
ILMN_1833753,5.20E-01,3.77E-01,0.9321336,-7.61149,0.08260431,27881265,,
ILMN_1916024,5.20E-01,3.78E-01,-0.9320906,-7.61153,-0.13345689,6450511,,
ILMN_1832692,5.20E-01,3.78E-01,0.9320294,-7.61159,0.06343819,22707633,,
ILMN_1736190,5.20E-01,3.78E-01,-0.9317647,-7.61184,-0.07654483,119220561,CYP4F3,cytochrome P450 family 4 subfamily F member 3
ILMN_1902287,5.20E-01,3.78E-01,0.9316497,-7.61195,0.08413623,27842256,LOC102724152,uncharacterized LOC102724152
ILMN_1710161,5.20E-01,3.78E-01,0.9316118,-7.61199,0.13660275,313760665,GJA9,gap junction protein alpha 9
ILMN_1898104,5.21E-01,3.78E-01,-0.9315596,-7.61204,-0.08430691,5671102,,
ILMN_1696600,5.21E-01,3.78E-01,0.9314816,-7.61211,0.10106376,NA,,
ILMN_1867341,5.21E-01,3.78E-01,0.9314547,-7.61214,0.10081358,23238746,,
ILMN_1670379,5.21E-01,3.78E-01,0.9312266,-7.61235,0.59061107,208022654,ANTXR1,anthrax toxin receptor 1
ILMN_1674733,5.21E-01,3.78E-01,-0.9312222,-7.61235,-0.10547902,NA,,
ILMN_1873325,5.21E-01,3.78E-01,0.9312179,-7.61236,0.125586,4852469,,
ILMN_1862046,5.21E-01,3.78E-01,-0.9311371,-7.61243,-0.06514734,18986644,,
ILMN_1884828,5.21E-01,3.78E-01,0.9310396,-7.61253,0.09091285,2821324,,
ILMN_1903466,5.21E-01,3.78E-01,-0.9308837,-7.61267,-0.1456041,7280162,,
ILMN_1816934,5.21E-01,3.78E-01,0.9308455,-7.61271,0.18729362,78546550,,
ILMN_1689066,5.21E-01,3.78E-01,-0.9305505,-7.61299,-0.10421543,NA,,
ILMN_1793836,5.21E-01,3.78E-01,-0.9305176,-7.61302,-0.10659135,NA,,
ILMN_1902999,5.21E-01,3.78E-01,-0.9303332,-7.61319,-0.09271037,2369320,,
ILMN_1774109,5.21E-01,3.78E-01,-0.9303044,-7.61322,-0.12600298,254750641,SKINT1L,Skint1 like (pseudogene)
ILMN_1683370,5.21E-01,3.79E-01,0.9298738,-7.61363,0.10294517,59710084,C16orf71,chromosome 16 open reading frame 71
ILMN_1700238,5.21E-01,3.79E-01,0.9298612,-7.61364,0.27876851,1018191477,ZNF500,zinc finger protein 500
ILMN_1907674,5.21E-01,3.79E-01,-0.9297743,-7.61372,-0.08770911,4138021,,
ILMN_1722781,5.21E-01,3.79E-01,-0.9296948,-7.6138,-0.16555201,31317227,EGR3,early growth response 3
ILMN_1793435,5.22E-01,3.79E-01,0.9295898,-7.61389,0.17717679,NA,,
ILMN_1877892,5.22E-01,3.79E-01,-0.9295306,-7.61395,-0.08412367,2212814,,
ILMN_1837221,5.22E-01,3.79E-01,-0.9294828,-7.61399,-0.0837739,2318617,,
ILMN_1689915,5.22E-01,3.79E-01,-0.9294794,-7.614,-0.10575828,NA,,
ILMN_1850685,5.22E-01,3.79E-01,-0.9294248,-7.61405,-0.10279344,30219043,LOC102724804,uncharacterized LOC102724804
ILMN_1902986,5.22E-01,3.79E-01,-0.9293816,-7.61409,-0.08444773,NA,,
ILMN_1789044,5.22E-01,3.79E-01,0.929092,-7.61436,0.0744929,NA,,
ILMN_1896114,5.22E-01,3.79E-01,-0.9290748,-7.61438,-0.07725859,23286820,,
ILMN_1753790,5.22E-01,3.79E-01,0.929058,-7.6144,0.23525415,952556265,ZPR1,ZPR1 zinc finger
ILMN_1855431,5.22E-01,3.79E-01,-0.9290565,-7.6144,-0.07716656,1118854,,
ILMN_1824037,5.22E-01,3.79E-01,-0.928872,-7.61457,-0.07974361,83075741,,
ILMN_1683084,5.22E-01,3.79E-01,0.9287538,-7.61468,0.06149505,NA,,
ILMN_1781774,5.22E-01,3.79E-01,0.9287139,-7.61472,0.08176053,724416927,C2orf27B,chromosome 2 open reading frame 27B
ILMN_1659270,5.22E-01,3.79E-01,0.9286828,-7.61475,0.07376744,24497624,OTP,orthopedia homeobox
ILMN_1739450,5.22E-01,3.79E-01,-0.9286796,-7.61475,-0.25202275,189181670,NFE2L1,"nuclear factor, erythroid 2 like 1"
ILMN_1672113,5.22E-01,3.79E-01,-0.9286382,-7.61479,-0.07735882,NA,,
ILMN_1893461,5.22E-01,3.79E-01,-0.9284016,-7.61501,-0.09678908,82366696,,
ILMN_1823221,5.22E-01,3.79E-01,-0.928392,-7.61502,-0.13021988,12057436,,
ILMN_1709257,5.22E-01,3.79E-01,-0.9283297,-7.61508,-0.57518023,209870111,RIPPLY3,ripply transcriptional repressor 3
ILMN_1852043,5.22E-01,3.79E-01,-0.9282807,-7.61513,-0.08382495,20141142,,
ILMN_1909291,5.22E-01,3.79E-01,-0.9281324,-7.61527,-0.09440514,6568306,,
ILMN_1841376,5.22E-01,3.79E-01,-0.9280773,-7.61532,-0.10860201,22843576,,
ILMN_1870076,5.22E-01,3.79E-01,-0.9280754,-7.61532,-0.07777506,27838089,,
ILMN_1823116,5.22E-01,3.80E-01,0.9279086,-7.61548,0.08033349,7455942,,
ILMN_1888597,5.23E-01,3.80E-01,0.9273489,-7.616,0.07663406,10302955,,
ILMN_1749675,5.23E-01,3.80E-01,0.9273141,-7.61604,0.07735628,110735436,WNT8B,Wnt family member 8B
ILMN_1718182,5.23E-01,3.80E-01,0.9272109,-7.61613,0.57306114,300116304,THRA,"thyroid hormone receptor, alpha"
ILMN_1740447,5.23E-01,3.80E-01,0.9269961,-7.61634,0.10522223,NA,,
ILMN_1897932,5.23E-01,3.80E-01,-0.9269934,-7.61634,-0.13459539,10905416,AGBL4,ATP/GTP binding protein like 4
ILMN_1834939,5.23E-01,3.80E-01,-0.9269853,-7.61635,-0.09457585,78463823,,
ILMN_1816822,5.23E-01,3.80E-01,-0.9268912,-7.61643,-0.11266867,34529748,LOC102723834,uncharacterized LOC102723834
ILMN_1721478,5.23E-01,3.80E-01,-0.9268551,-7.61647,-0.07053614,NA,,
ILMN_1864092,5.23E-01,3.80E-01,-0.9268541,-7.61647,-0.06931612,5053668,,
ILMN_1746652,5.23E-01,3.80E-01,0.9268368,-7.61649,0.09517447,221219035,UNC93A,unc-93 homolog A (C. elegans)
ILMN_1857614,5.23E-01,3.80E-01,0.9268256,-7.6165,0.11606652,6699961,,
ILMN_1687986,5.23E-01,3.80E-01,0.9268057,-7.61651,0.09404615,197304679,SLC6A20,solute carrier family 6 member 20
ILMN_1731180,5.23E-01,3.80E-01,-0.926793,-7.61653,-0.48704607,397739056,EXOC2,exocyst complex component 2
ILMN_2224171,5.23E-01,3.80E-01,-0.926788,-7.61653,-0.07805592,7657213,HUNK,hormonally up-regulated Neu-associated kinase
ILMN_1763371,5.23E-01,3.80E-01,0.926729,-7.61659,0.0721337,442734440,RGS3,regulator of G-protein signaling 3
ILMN_2103709,5.23E-01,3.80E-01,0.9265541,-7.61675,0.10486778,194097366,PSG5,pregnancy specific beta-1-glycoprotein 5
ILMN_1850383,5.23E-01,3.80E-01,0.9265184,-7.61678,0.08368362,27846373,,
ILMN_1720437,5.23E-01,3.80E-01,-0.9264281,-7.61687,-0.08201758,NA,,
ILMN_1663142,5.23E-01,3.80E-01,0.9262895,-7.617,0.1052831,189181661,CLEC12A,C-type lectin domain family 12 member A
ILMN_1695858,5.23E-01,3.80E-01,0.9262131,-7.61707,0.10858151,NA,,
ILMN_1694502,5.23E-01,3.81E-01,-0.9258675,-7.6174,-0.31462122,41349493,PRIM1,primase (DNA) subunit 1
ILMN_1852678,5.23E-01,3.81E-01,-0.9258632,-7.6174,-0.08580437,24725529,,
ILMN_1891490,5.23E-01,3.81E-01,-0.9258206,-7.61744,-0.10414785,43431772,,
ILMN_1839278,5.23E-01,3.81E-01,0.9256859,-7.61757,0.10787764,2464670,,
ILMN_1905637,5.23E-01,3.81E-01,0.9255515,-7.61769,0.09517119,79284486,RUVBL1-AS1,RUVBL1 antisense RNA 1
ILMN_1685441,5.23E-01,3.81E-01,0.9254611,-7.61778,0.19007567,221218979,ASAP3,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3"
ILMN_1671565,5.24E-01,3.81E-01,0.9251879,-7.61803,1.00679302,156071486,RNASET2,ribonuclease T2
ILMN_2223561,5.24E-01,3.81E-01,0.9251393,-7.61808,0.087279,47080098,CRHBP,corticotropin releasing hormone binding protein
ILMN_1882948,5.24E-01,3.81E-01,0.9250489,-7.61816,0.08639676,6085859,,
ILMN_1890125,5.24E-01,3.81E-01,-0.925031,-7.61818,-0.06672449,695086,,
ILMN_1842574,5.24E-01,3.81E-01,0.9249685,-7.61824,0.06990096,15937776,LOC105377162,uncharacterized LOC105377162
ILMN_1876859,5.24E-01,3.81E-01,-0.924782,-7.61842,-0.10488625,27841754,,
ILMN_1655211,5.24E-01,3.81E-01,-0.9244259,-7.61875,-0.09484669,NA,,
ILMN_2320480,5.24E-01,3.81E-01,0.924319,-7.61885,0.10226463,NA,,
ILMN_1794468,5.24E-01,3.81E-01,0.9242047,-7.61896,0.09745346,254281333,QPCTL,glutaminyl-peptide cyclotransferase like
ILMN_1656502,5.24E-01,3.82E-01,-0.9239299,-7.61921,-0.07543812,NA,,
ILMN_1841219,5.24E-01,3.82E-01,0.9239245,-7.61922,0.08978024,8167760,,
ILMN_1706610,5.24E-01,3.82E-01,-0.9237846,-7.61935,-0.16175346,NA,,
ILMN_1902901,5.24E-01,3.82E-01,-0.9236991,-7.61943,-0.10654125,6142350,,
ILMN_1730768,5.24E-01,3.82E-01,-0.9235466,-7.61957,-0.07324184,NA,,
ILMN_1895025,5.25E-01,3.82E-01,-0.9233488,-7.61976,-0.0842379,27833918,,
ILMN_1763231,5.25E-01,3.82E-01,-0.9233345,-7.61977,-0.10950368,1044873326,TTBK1,tau tubulin kinase 1
ILMN_1772033,5.25E-01,3.82E-01,0.9233005,-7.6198,0.09849879,NA,,
ILMN_1883677,5.25E-01,3.82E-01,-0.9232817,-7.61982,-0.09068823,11597846,,
ILMN_1845054,5.25E-01,3.82E-01,0.9232527,-7.61985,0.0651557,9139219,,
ILMN_1859595,5.25E-01,3.82E-01,0.9231577,-7.61994,0.0698198,9705699,,
ILMN_1823426,5.25E-01,3.82E-01,-0.9231375,-7.61996,-0.07831313,23300485,,
ILMN_1864108,5.25E-01,3.82E-01,-0.9227517,-7.62032,-0.06891403,11289357,,
ILMN_1756985,5.25E-01,3.82E-01,-0.9227441,-7.62033,-0.07724921,NA,,
ILMN_1837082,5.25E-01,3.82E-01,-0.9227171,-7.62035,-0.08476966,30315313,,
ILMN_1788337,5.25E-01,3.82E-01,0.9226885,-7.62038,0.07784004,NA,,
ILMN_1751559,5.25E-01,3.82E-01,0.9224252,-7.62062,0.61205988,374858055,TMEM204,transmembrane protein 204
ILMN_1865255,5.25E-01,3.82E-01,-0.9223212,-7.62072,-0.11574812,80487380,LOC100131662,uncharacterized LOC100131662
ILMN_1661343,5.25E-01,3.82E-01,0.9223001,-7.62074,0.06653229,1015809708,TNFSF14,tumor necrosis factor superfamily member 14
ILMN_1725834,5.25E-01,3.82E-01,-0.9222402,-7.6208,-0.0974152,NA,,
ILMN_1662961,5.25E-01,3.82E-01,-0.9222206,-7.62082,-0.10602484,303324551,GRHL3,grainyhead like transcription factor 3
ILMN_1676868,5.25E-01,3.82E-01,-0.9221705,-7.62086,-0.12979514,255683301,RAB37,"RAB37, member RAS oncogene family"
ILMN_1821410,5.25E-01,3.82E-01,0.9220819,-7.62095,0.11160752,22812977,,
ILMN_1660377,5.25E-01,3.82E-01,-0.9220678,-7.62096,-0.11303218,NA,,
ILMN_1657823,5.25E-01,3.83E-01,-0.9218445,-7.62117,-0.22450072,364023807,PMEPA1,"prostate transmembrane protein, androgen induced 1"
ILMN_1674870,5.25E-01,3.83E-01,0.9218113,-7.6212,0.09486583,NA,,
ILMN_1703572,5.25E-01,3.83E-01,-0.9217009,-7.6213,-0.35734846,190194359,PCDH20,protocadherin 20
ILMN_1894881,5.25E-01,3.83E-01,-0.9216783,-7.62132,-0.09009418,62741285,,
ILMN_1862291,5.25E-01,3.83E-01,-0.921564,-7.62143,-0.11311045,27831014,,
ILMN_1887619,5.25E-01,3.83E-01,-0.9215472,-7.62145,-0.12719421,11285082,,
ILMN_1887178,5.25E-01,3.83E-01,0.9214895,-7.6215,0.11444546,34530118,LOC729950,uncharacterized LOC729950
ILMN_1685194,5.25E-01,3.83E-01,0.921478,-7.62151,0.10376253,231569108,CLDN10,claudin 10
ILMN_2157843,5.25E-01,3.83E-01,-0.9214703,-7.62152,-0.16884626,285002221,ZNF829,zinc finger protein 829
ILMN_2216860,5.25E-01,3.83E-01,-0.9214572,-7.62153,-0.53625548,259013212,CSMD1,CUB and Sushi multiple domains 1
ILMN_1906169,5.25E-01,3.83E-01,-0.9213392,-7.62164,-0.06730417,13705483,,
ILMN_1844888,5.25E-01,3.83E-01,-0.9213192,-7.62166,-0.0990647,27847012,,
ILMN_1663884,5.25E-01,3.83E-01,-0.9212964,-7.62168,-0.1108571,NA,,
ILMN_1902120,5.25E-01,3.83E-01,0.9212042,-7.62177,0.08369323,6036415,,
ILMN_1848576,5.25E-01,3.83E-01,-0.9211669,-7.6218,-0.12694613,19739829,,
ILMN_1807126,5.26E-01,3.83E-01,-0.9210616,-7.6219,-0.09687589,NA,,
ILMN_1751164,5.26E-01,3.83E-01,0.9210138,-7.62195,0.09990511,71040097,ARHGAP30,Rho GTPase activating protein 30
ILMN_1827009,5.26E-01,3.83E-01,-0.9209331,-7.62202,-0.07202895,27847941,,
ILMN_1904683,5.26E-01,3.83E-01,-0.9207792,-7.62216,-0.09007629,13705859,,
ILMN_1846406,5.26E-01,3.83E-01,0.9207528,-7.62219,0.12674704,13913321,,
ILMN_1752367,5.26E-01,3.83E-01,-0.9207444,-7.6222,-0.0861983,NA,,
ILMN_1853103,5.26E-01,3.83E-01,0.9206831,-7.62225,0.10425256,27842595,LOC100506682,uncharacterized LOC100506682
ILMN_1781374,5.26E-01,3.83E-01,-0.9206429,-7.62229,-0.26941395,187607356,TUFT1,tuftelin 1
ILMN_1733324,5.26E-01,3.83E-01,0.9206242,-7.62231,0.17062714,47078291,ITGB3,integrin subunit beta 3
ILMN_1898107,5.26E-01,3.83E-01,0.9203574,-7.62256,0.08685306,83142776,,
ILMN_1762225,5.26E-01,3.83E-01,0.9203352,-7.62258,0.19147467,296434212,DDX49,DEAD-box helicase 49
ILMN_1845600,5.26E-01,3.83E-01,-0.9200792,-7.62282,-0.09351355,2658083,,
ILMN_1704216,5.26E-01,3.83E-01,0.9200087,-7.62288,0.10744556,NA,,
ILMN_1776158,5.26E-01,3.83E-01,-0.9199754,-7.62292,-0.10806958,197313670,CDV3,CDV3 homolog
ILMN_1833394,5.26E-01,3.83E-01,-0.9199332,-7.62296,-0.08809083,11129462,,
ILMN_1653310,5.26E-01,3.83E-01,0.9199129,-7.62297,0.12570219,46361969,ZNF580,zinc finger protein 580
ILMN_1779047,5.26E-01,3.84E-01,0.9198091,-7.62307,0.07644822,98991764,GFRA4,GDNF family receptor alpha 4
ILMN_1848823,5.26E-01,3.84E-01,-0.9198051,-7.62308,-0.0770236,5447717,,
ILMN_1817370,5.26E-01,3.84E-01,-0.9197747,-7.6231,-0.11246192,6658883,,
ILMN_1776906,5.26E-01,3.84E-01,-0.9197155,-7.62316,-0.08598677,NA,,
ILMN_1663156,5.26E-01,3.84E-01,-0.9196193,-7.62325,-0.08981679,20336297,DDX31,DEAD-box helicase 31
ILMN_1799575,5.26E-01,3.84E-01,0.9194669,-7.62339,0.1185606,315467847,IL19,interleukin 19
ILMN_1728481,5.26E-01,3.84E-01,-0.919454,-7.6234,-0.09025764,126722728,PXDNL,peroxidasin like
ILMN_1796458,5.26E-01,3.84E-01,-0.9191813,-7.62366,-0.15890496,27374999,GABARAPL2,GABA type A receptor associated protein like 2
ILMN_1869961,5.26E-01,3.84E-01,0.9191277,-7.62371,0.10655915,7376979,,
ILMN_1815238,5.26E-01,3.84E-01,-0.9191202,-7.62371,-0.23278675,291327507,MAP2K3,mitogen-activated protein kinase kinase 3
ILMN_1913059,5.26E-01,3.84E-01,-0.9190809,-7.62375,-0.12031838,NA,,
ILMN_1767184,5.26E-01,3.84E-01,-0.9190407,-7.62379,-0.1280144,NA,,
ILMN_1801748,5.27E-01,3.84E-01,0.9187623,-7.62405,0.09662641,167830487,OR2S2,olfactory receptor family 2 subfamily S member 2 (gene/pseudogene)
ILMN_1843745,5.27E-01,3.84E-01,0.9186455,-7.62416,0.1229977,27823416,,
ILMN_1878494,5.27E-01,3.84E-01,0.9185347,-7.62426,0.10218716,6399437,,
ILMN_1665315,5.27E-01,3.84E-01,0.9185213,-7.62427,0.1094896,NA,,
ILMN_1903085,5.27E-01,3.84E-01,-0.9183901,-7.6244,-0.08295883,4439974,,
ILMN_1760412,5.27E-01,3.84E-01,-0.9183367,-7.62445,-1.18029318,56090522,SHISA2,shisa family member 2
ILMN_1828490,5.27E-01,3.84E-01,-0.9182338,-7.62454,-0.09153977,23710565,,
ILMN_1685488,5.27E-01,3.84E-01,-0.9181954,-7.62458,-0.07930781,NA,,
ILMN_1702817,5.27E-01,3.84E-01,0.9180774,-7.62469,0.23360513,1002819349,B3GNTL1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1"
ILMN_1678165,5.27E-01,3.84E-01,0.9180538,-7.62471,0.19559784,187936927,LSM7,"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated"
ILMN_1688812,5.27E-01,3.84E-01,0.917948,-7.62481,0.08089326,NA,,
ILMN_1756939,5.27E-01,3.85E-01,0.9177846,-7.62496,0.08527975,117553616,SMCO3,single-pass membrane protein with coiled-coil domains 3
ILMN_1765557,5.27E-01,3.85E-01,-0.9177441,-7.625,-0.77353499,663070959,OLFML2B,olfactomedin like 2B
ILMN_1677061,5.27E-01,3.85E-01,-0.9176087,-7.62513,-0.08864902,589811539,TPTE,transmembrane phosphatase with tensin homology
ILMN_1807525,5.27E-01,3.85E-01,0.9174896,-7.62524,0.1018479,242247024,CNTD2,cyclin N-terminal domain containing 2
ILMN_1907971,5.27E-01,3.85E-01,-0.9174553,-7.62527,-0.07779627,27842286,LOC102724849,uncharacterized LOC102724849
ILMN_1838282,5.27E-01,3.85E-01,0.9174424,-7.62528,0.07638159,9200276,,
ILMN_1911062,5.27E-01,3.85E-01,0.9174321,-7.62529,0.0923385,19590535,KLF7,Kruppel like factor 7
ILMN_1915413,5.27E-01,3.85E-01,-0.9173515,-7.62536,-0.06970424,77939131,,
ILMN_1794070,5.27E-01,3.85E-01,0.9172316,-7.62548,0.11522141,124517698,ANKRD13B,ankyrin repeat domain 13B
ILMN_1746075,5.27E-01,3.85E-01,-0.9171229,-7.62558,-0.11043173,NA,,
ILMN_1864565,5.27E-01,3.85E-01,0.9170729,-7.62562,0.09483677,4264353,,
ILMN_1675609,5.27E-01,3.85E-01,0.9170555,-7.62564,0.2357468,196115055,SMN1,"survival of motor neuron 1, telomeric"
ILMN_1688976,5.27E-01,3.85E-01,0.9170036,-7.62569,0.05971934,NA,,
ILMN_1868095,5.27E-01,3.85E-01,0.9169474,-7.62574,0.08693962,27842204,,
ILMN_1866766,5.28E-01,3.85E-01,-0.9166646,-7.62601,-0.06833337,7932226,,
ILMN_1703325,5.28E-01,3.85E-01,-0.9165896,-7.62607,-0.09236005,1042838840,ARL6,ADP ribosylation factor like GTPase 6
ILMN_1811755,5.28E-01,3.85E-01,-0.9164314,-7.62622,-0.19359954,495530341,ZKSCAN8,zinc finger with KRAB and SCAN domains 8
ILMN_1673778,5.28E-01,3.85E-01,-0.9162791,-7.62636,-0.14301958,NA,,
ILMN_1733469,5.28E-01,3.85E-01,-0.9160808,-7.62655,-0.06776673,NA,,
ILMN_1903127,5.28E-01,3.85E-01,-0.9158527,-7.62676,-0.06488641,5547915,,
ILMN_1780671,5.28E-01,3.86E-01,0.9157861,-7.62682,0.08560067,NA,,
ILMN_1717478,5.28E-01,3.86E-01,0.9157808,-7.62683,0.08886668,NA,,
ILMN_1772667,5.28E-01,3.86E-01,0.9154697,-7.62712,0.07387231,937547786,P2RY1,purinergic receptor P2Y1
ILMN_1687100,5.28E-01,3.86E-01,0.9153562,-7.62722,0.10211681,NA,,
ILMN_1807728,5.28E-01,3.86E-01,0.9153034,-7.62727,0.10058718,222831584,LINC01551,long intergenic non-protein coding RNA 1551
